p0 n0 s64
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl     m       l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l      v     lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
#hhhhhhhhhhhhhh#bbl             l            lbb#hhhhhhhhhhhhhh#
