p3 n3 s64
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l    v l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl      l      l      l     lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
!#bbl             l            lbb#hhhhhhhhhhhhhhhhhhhhhhhhhhhh!
